Potential_Buyer,Target,bid,TP,Success,Round
ST BARNABAS HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,526239306.3,4,No,11
NORTH SHORE UNIVERSITY HOSPITAL,ST BARNABAS HOSPITAL,293455651.3,4,No,11
BELLEVUE HOSPITAL CENTER,JAMAICA HOSPITAL MEDICAL CENTER,270491846.1,5,No,11
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,456904219.7,5,No,11
GLEN COVE HOSPITAL,LINCOLN MEDICAL & MENTAL HEALTH CENTER,358203342.9,5,No,11
ST BARNABAS HOSPITAL,LENOX HILL HOSPITAL,498031583.3,5,No,11
MONTEFIORE MEDICAL CENTER,ELMHURST HOSPITAL CENTER,1327945705,5,No,11
UNIVERSITY HOSPITAL ( STONY BROOK ),ELMHURST HOSPITAL CENTER,1223731860,5,No,11
BETH ISRAEL MEDICAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,919399528.7,5,No,11
MAIMONIDES MEDICAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,919882807.4,5,No,11
LINCOLN MEDICAL & MENTAL HEALTH CENTER,FLUSHING HOSPITAL MEDICAL CENTER,88561073.58,5,No,11
NEW YORK METHODIST HOSPITAL,CONEY ISLAND HOSPITAL,321144031.6,5,No,11
NORTH SHORE UNIVERSITY HOSPITAL,METROPOLITAN HOSPITAL CENTER,123395393.1,5,No,11
LENOX HILL HOSPITAL,BELLEVUE HOSPITAL CENTER,553035702,5,No,11
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),BELLEVUE HOSPITAL CENTER,537890073.6,5,No,11
WINTHROP-UNIVERSITY HOSPITAL,NYU HOSPITALS CENTER,1537736464,5,No,11
JAMAICA HOSPITAL MEDICAL CENTER,LONG BEACH MEDICAL CENTER,34420757.97,5,No,11
HOSPITAL FOR SPECIAL SURGERY,LONG BEACH MEDICAL CENTER,35976417.14,5,No,11
LONG ISLAND JEWISH MEDICAL CENTER,NEW YORK METHODIST HOSPITAL,458215457,5,No,11
NYU HOSPITALS CENTER,HOSPITAL FOR SPECIAL SURGERY,781098279.9,5,No,11
HARLEM HOSPITAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,501062720.1,5,No,11
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,ST JOSEPH HOSPITAL,51975528.83,5,No,11
"ST FRANCIS HOSPITAL, ROSLYN",ST JOSEPH HOSPITAL,60184163.19,5,No,11
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),469214485.6,5,No,11
ST JOSEPH HOSPITAL,FOREST HILLS HOSPITAL,66342537.55,5,No,11
NEW YORK DOWNTOWN HOSPITAL,FRANKLIN HOSPITAL,62666804.19,5,No,11
STATEN ISLAND UNIVERSITY HOSPITAL,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,336773044.5,5,No,11
GLEN COVE HOSPITAL,NASSAU UNIVERSITY MEDICAL CENTER,299559262.3,6,No,11
NORTH SHORE UNIVERSITY HOSPITAL,LINCOLN MEDICAL & MENTAL HEALTH CENTER,543506388.6,6,No,11
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),LINCOLN MEDICAL & MENTAL HEALTH CENTER,531027856.1,6,No,11
UNIVERSITY HOSPITAL ( STONY BROOK ),LINCOLN MEDICAL & MENTAL HEALTH CENTER,549792532.2,6,No,11
LONG ISLAND JEWISH MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,976566969,6,No,11
"ST FRANCIS HOSPITAL, ROSLYN",BELLEVUE HOSPITAL CENTER,906963660.3,6,No,11
PECONIC BAY MEDICAL CENTER,QUEENS HOSPITAL CENTER,134217802.8,6,No,11
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,MERCY MEDICAL CENTER,163899932.5,6,No,11
LINCOLN MEDICAL & MENTAL HEALTH CENTER,LUTHERAN MEDICAL CENTER,383588024.4,6,No,11
MERCY MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,197742318,6,No,11
BETH ISRAEL MEDICAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),915319555.6,6,No,11
NYU HOSPITALS CENTER,ST BARNABAS HOSPITAL,572106175.2,6,No,11
PECONIC BAY MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,795263265.2,7,No,11
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),STATEN ISLAND UNIVERSITY HOSPITAL,836721640.6,7,No,11
NORTH SHORE UNIVERSITY HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,1107897128,7,No,11
LONG ISLAND JEWISH MEDICAL CENTER,NEW YORK METHODIST HOSPITAL,782480583.3,7,No,11
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",PENINSULA HOSPITAL CENTER,61014744.85,4,No,12
EASTERN LONG ISLAND HOSPITAL,PENINSULA HOSPITAL CENTER,55932869.45,4,No,12
HOSPITAL FOR SPECIAL SURGERY,PENINSULA HOSPITAL CENTER,63204778.4,4,No,12
NORTH CENTRAL BRONX HOSPITAL,PENINSULA HOSPITAL CENTER,60275315.06,4,No,12
ELMHURST HOSPITAL CENTER,BRONX-LEBANON HOSPITAL CENTER,519233328.1,4,No,12
LONG ISLAND JEWISH MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,525621616.5,4,No,12
HARLEM HOSPITAL CENTER,BRONX-LEBANON HOSPITAL CENTER,519996350.8,4,No,12
NEW YORK DOWNTOWN HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",59081374.42,4,No,12
HUNTINGTON HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,125464271.5,4,No,12
STATEN ISLAND UNIVERSITY HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,132980336.5,4,No,12
BRONX-LEBANON HOSPITAL CENTER,JACOBI MEDICAL CENTER,247308488.9,4,No,12
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,JACOBI MEDICAL CENTER,229158483.8,4,No,12
LINCOLN MEDICAL & MENTAL HEALTH CENTER,ELMHURST HOSPITAL CENTER,819219932,4,No,12
LUTHERAN MEDICAL CENTER,LONG ISLAND COLLEGE HOSPITAL,127819826.8,4,No,12
ST JOSEPH HOSPITAL,LONG ISLAND COLLEGE HOSPITAL,142105814.3,4,No,12
CONEY ISLAND HOSPITAL,WINTHROP-UNIVERSITY HOSPITAL,786656576.4,4,No,12
"ST FRANCIS HOSPITAL, ROSLYN",SOUTH NASSAU COMMUNITIES HOSPITAL,298593657.9,4,No,12
NYU HOSPITALS CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,303837760.2,4,No,12
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,312755975.7,4,No,12
UNIVERSITY HOSPITAL ( STONY BROOK ),SOUTH NASSAU COMMUNITIES HOSPITAL,292657874.6,4,No,12
MOUNT SINAI HOSPITAL,METROPOLITAN HOSPITAL CENTER,137141125.1,4,No,12
NORTH SHORE UNIVERSITY HOSPITAL,METROPOLITAN HOSPITAL CENTER,142339689.6,4,No,12
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,METROPOLITAN HOSPITAL CENTER,134435039.6,4,No,12
NEW YORK METHODIST HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,90319990.96,4,No,12
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),LONG BEACH MEDICAL CENTER,28979243.09,4,No,12
GLEN COVE HOSPITAL,NEW YORK METHODIST HOSPITAL,554774448.7,4,No,12
LENOX HILL HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,450988036.3,4,No,12
MAIMONIDES MEDICAL CENTER,HOSPITAL FOR SPECIAL SURGERY,458039143.3,4,No,12
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,HOSPITAL FOR SPECIAL SURGERY,457513457.1,4,No,12
NEW YORK-PRESBYTERIAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,410544965.6,4,No,12
MONTEFIORE MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),511534881.5,4,No,12
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),502072702.4,4,No,12
PENINSULA HOSPITAL CENTER,FOREST HILLS HOSPITAL,60579804.55,4,No,12
PECONIC BAY MEDICAL CENTER,FOREST HILLS HOSPITAL,58691810.04,4,No,12
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,NORTH CENTRAL BRONX HOSPITAL,93709182.08,4,No,12
WINTHROP-UNIVERSITY HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,84795274.59,4,No,12
BETH ISRAEL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,89623055.02,4,No,12
SOUTH NASSAU COMMUNITIES HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,82380481.37,4,No,12
BELLEVUE HOSPITAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,549311070.5,4,No,12
ST BARNABAS HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,524364764.6,4,No,12
MOUNT SINAI HOSPITAL,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,597827570.9,5,No,12
HARLEM HOSPITAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,852933471.6,5,No,12
LENOX HILL HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",509868714.4,5,No,12
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,"ST FRANCIS HOSPITAL, ROSLYN",484765939.9,5,No,12
MAIMONIDES MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",504519903.6,5,No,12
SOUTH NASSAU COMMUNITIES HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",523353312.1,5,No,12
EASTERN LONG ISLAND HOSPITAL,FLUSHING HOSPITAL MEDICAL CENTER,91568046.46,5,No,12
MONTEFIORE MEDICAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1574011877,5,No,12
BELLEVUE HOSPITAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1441944033,5,No,12
ST BARNABAS HOSPITAL,LONG ISLAND JEWISH MEDICAL CENTER,1520051971,5,No,12
MERCY MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,232657826.1,5,No,12
LUTHERAN MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,217100216.6,5,No,12
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),SOUTH NASSAU COMMUNITIES HOSPITAL,213489643.8,5,No,12
HUNTINGTON HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,449382013.3,5,No,12
LONG ISLAND JEWISH MEDICAL CENTER,HOSPITAL FOR SPECIAL SURGERY,472620812.2,5,No,12
NYU HOSPITALS CENTER,HOSPITAL FOR SPECIAL SURGERY,478405115.9,5,No,12
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,HOSPITAL FOR SPECIAL SURGERY,474795612.4,5,No,12
UNIVERSITY HOSPITAL ( STONY BROOK ),LUTHERAN MEDICAL CENTER,416341601.5,5,No,12
HOSPITAL FOR SPECIAL SURGERY,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,30591263.51,5,No,12
NEW YORK-PRESBYTERIAN HOSPITAL,ST JOSEPH HOSPITAL,369885901.9,5,No,12
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,ST JOSEPH HOSPITAL,339077680.2,5,No,12
BETH ISRAEL MEDICAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,382670397.8,5,No,12
NORTH SHORE UNIVERSITY HOSPITAL,ST BARNABAS HOSPITAL,409154104.5,5,No,12
GLEN COVE HOSPITAL,ST BARNABAS HOSPITAL,387526205.8,5,No,12
"ST FRANCIS HOSPITAL, ROSLYN",ST BARNABAS HOSPITAL,409386066.4,5,No,12
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,HUNTINGTON HOSPITAL,176529775.7,6,No,12
MONTEFIORE MEDICAL CENTER,NORTH SHORE UNIVERSITY HOSPITAL,2535040991,6,No,12
LENOX HILL HOSPITAL,NORTH SHORE UNIVERSITY HOSPITAL,2734113565,6,No,12
LONG ISLAND JEWISH MEDICAL CENTER,NORTH SHORE UNIVERSITY HOSPITAL,2675702531,6,No,12
NYU HOSPITALS CENTER,NORTH SHORE UNIVERSITY HOSPITAL,2549099181,6,No,12
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,551958105.5,6,No,12
BETH ISRAEL MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,538156286.3,6,No,12
MAIMONIDES MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,577663412.5,6,No,12
UNIVERSITY HOSPITAL ( STONY BROOK ),KINGS COUNTY HOSPITAL CENTER,536778167.5,6,No,12
ST BARNABAS HOSPITAL,KINGS COUNTY HOSPITAL CENTER,574166331,6,No,12
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),BROOKDALE HOSPITAL MEDICAL CENTER,468498956.3,6,No,12
NORTH SHORE UNIVERSITY HOSPITAL,HARLEM HOSPITAL CENTER,772415201.4,6,No,12
"ST FRANCIS HOSPITAL, ROSLYN",HARLEM HOSPITAL CENTER,822997210.3,6,No,12
BELLEVUE HOSPITAL CENTER,HARLEM HOSPITAL CENTER,717060371.8,6,No,12
MERCY MEDICAL CENTER,HARLEM HOSPITAL CENTER,801159297.5,6,No,12
GLEN COVE HOSPITAL,MERCY MEDICAL CENTER,706293909.3,6,No,12
HUNTINGTON HOSPITAL,FOREST HILLS HOSPITAL,83090530.11,6,No,12
KINGS COUNTY HOSPITAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),1546971506,6,No,12
HOSPITAL FOR SPECIAL SURGERY,ST CATHERINE OF SIENA HOSPITAL,79367092.37,6,No,12
NYU HOSPITALS CENTER,NEW YORK DOWNTOWN HOSPITAL,286827782.8,7,No,12
MAIMONIDES MEDICAL CENTER,GLEN COVE HOSPITAL,839507418,7,No,12
MONTEFIORE MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",1183833624,7,No,12
BELLEVUE HOSPITAL CENTER,MAIMONIDES MEDICAL CENTER,826547281.2,7,No,12
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,2465991723,7,No,12
BETH ISRAEL MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,979942417.5,7,No,12
ST BARNABAS HOSPITAL,NYU HOSPITALS CENTER,1296615950,7,No,12
NEW YORK-PRESBYTERIAN HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,429433048.2,7,No,12
LONG ISLAND JEWISH MEDICAL CENTER,HOSPITAL FOR SPECIAL SURGERY,1105660382,7,No,12
QUEENS HOSPITAL CENTER,FOREST HILLS HOSPITAL,109849210.1,7,No,12
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,437246171.6,7,No,12
NEW YORK METHODIST HOSPITAL,CONEY ISLAND HOSPITAL,827289685.2,8,No,12
BELLEVUE HOSPITAL CENTER,NEW YORK METHODIST HOSPITAL,913963392.2,8,No,12
QUEENS HOSPITAL CENTER,NEW YORK METHODIST HOSPITAL,926745432.6,8,No,12
MOUNT SINAI HOSPITAL,NEW YORK DOWNTOWN HOSPITAL,274958164.2,9,No,12
LINCOLN MEDICAL & MENTAL HEALTH CENTER,NEW YORK DOWNTOWN HOSPITAL,277468219.4,9,No,12
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NEW YORK DOWNTOWN HOSPITAL,277604752.9,9,No,12
BELLEVUE HOSPITAL CENTER,MAIMONIDES MEDICAL CENTER,960149392.6,9,No,12
MOUNT SINAI HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",54157573.49,4,No,13
NEW YORK DOWNTOWN HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",58325830.19,4,No,13
EASTERN LONG ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",59858983.72,4,No,13
CONEY ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",61415101.51,4,No,13
NYU HOSPITALS CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",64921918.47,4,No,13
"ST FRANCIS HOSPITAL, ROSLYN",HUNTINGTON HOSPITAL,200546378.4,4,No,13
NEW YORK METHODIST HOSPITAL,HUNTINGTON HOSPITAL,195499025.6,4,No,13
LUTHERAN MEDICAL CENTER,HUNTINGTON HOSPITAL,202228666.5,4,No,13
NEW YORK-PRESBYTERIAN HOSPITAL,NORTH SHORE UNIVERSITY HOSPITAL,1896431537,4,No,13
NORTH SHORE UNIVERSITY HOSPITAL,JACOBI MEDICAL CENTER,251213405.9,4,No,13
STATEN ISLAND UNIVERSITY HOSPITAL,LONG ISLAND COLLEGE HOSPITAL,138183819.8,4,No,13
GLEN COVE HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",484991710,4,No,13
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,FLUSHING HOSPITAL MEDICAL CENTER,78098809.51,4,No,13
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,CONEY ISLAND HOSPITAL,174386969,4,No,13
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,CONEY ISLAND HOSPITAL,177452897.4,4,No,13
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,289807837.1,4,No,13
PECONIC BAY MEDICAL CENTER,KINGSBROOK JEWISH MEDICAL CENTER,86604624.4,4,No,13
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),KINGSBROOK JEWISH MEDICAL CENTER,87245172.46,4,No,13
NORTH CENTRAL BRONX HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,93617036.1,4,No,13
HUNTINGTON HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,466826935.9,4,No,13
ST BARNABAS HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,462396442.4,4,No,13
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),555371835.4,4,No,13
LENOX HILL HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),555106741.8,4,No,13
BETH ISRAEL MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),541078511.7,4,No,13
MAIMONIDES MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),525091289.9,4,No,13
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,FOREST HILLS HOSPITAL,57123172.5,4,No,13
PENINSULA HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,94385618.42,4,No,13
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NORTH CENTRAL BRONX HOSPITAL,93962849.57,4,No,13
MONTEFIORE MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,83272415.21,4,No,13
HOSPITAL FOR SPECIAL SURGERY,NORTH CENTRAL BRONX HOSPITAL,87719398.71,4,No,13
ST JOSEPH HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,92547583.46,4,No,13
LINCOLN MEDICAL & MENTAL HEALTH CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,534493474.5,4,No,13
ELMHURST HOSPITAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,533750382.6,4,No,13
WINTHROP-UNIVERSITY HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,529327405.6,4,No,13
LONG ISLAND JEWISH MEDICAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,520166385.9,4,No,13
SOUTH NASSAU COMMUNITIES HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,535320816.6,4,No,13
BRONX-LEBANON HOSPITAL CENTER,INTERFAITH MEDICAL CENTER,143556521.9,4,No,13
UNIVERSITY HOSPITAL ( STONY BROOK ),INTERFAITH MEDICAL CENTER,153562986.7,4,No,13
"ST FRANCIS HOSPITAL, ROSLYN",JAMAICA HOSPITAL MEDICAL CENTER,295818512.6,5,No,13
LINCOLN MEDICAL & MENTAL HEALTH CENTER,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,1279143450,5,No,13
BRONX-LEBANON HOSPITAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,143073949.1,5,No,13
ELMHURST HOSPITAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,152603130.4,5,No,13
ST JOSEPH HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,136350397.4,5,No,13
MOUNT SINAI HOSPITAL,MONTEFIORE MEDICAL CENTER,1885811258,5,No,13
BELLEVUE HOSPITAL CENTER,NEW YORK-PRESBYTERIAN HOSPITAL,4499037817,5,No,13
MONTEFIORE MEDICAL CENTER,LENOX HILL HOSPITAL,463143964.5,5,No,13
LENOX HILL HOSPITAL,ELMHURST HOSPITAL CENTER,522494057.6,5,No,13
MAIMONIDES MEDICAL CENTER,ELMHURST HOSPITAL CENTER,498801797.7,5,No,13
NEW YORK METHODIST HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,221389368.6,5,No,13
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,233153093.9,5,No,13
MERCY MEDICAL CENTER,NEW YORK METHODIST HOSPITAL,397048465.5,5,No,13
BETH ISRAEL MEDICAL CENTER,HARLEM HOSPITAL CENTER,553105530.1,5,No,13
GLEN COVE HOSPITAL,HARLEM HOSPITAL CENTER,541430915.5,5,No,13
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,HARLEM HOSPITAL CENTER,531013633.4,5,No,13
NYU HOSPITALS CENTER,HOSPITAL FOR SPECIAL SURGERY,527987362.5,5,No,13
UNIVERSITY HOSPITAL ( STONY BROOK ),HOSPITAL FOR SPECIAL SURGERY,503454233.3,5,No,13
LONG ISLAND JEWISH MEDICAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1456227227,5,No,13
ST BARNABAS HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1394411182,5,No,13
HARLEM HOSPITAL CENTER,LUTHERAN MEDICAL CENTER,692971738,5,No,13
JAMAICA HOSPITAL MEDICAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,28814762.43,5,No,13
HOSPITAL FOR SPECIAL SURGERY,ST JOSEPH HOSPITAL,84807494.34,5,No,13
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,FRANKLIN HOSPITAL,63890351.62,5,No,13
MAIMONIDES MEDICAL CENTER,PENINSULA HOSPITAL CENTER,30136219.84,6,No,13
MERCY MEDICAL CENTER,ST LUKE'S ROOSEVELT HOSPITAL,542414013.4,6,No,13
ST BARNABAS HOSPITAL,ST LUKE'S ROOSEVELT HOSPITAL,548006744.6,6,No,13
BRONX-LEBANON HOSPITAL CENTER,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,492975939.4,6,No,13
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,466322048.4,6,No,13
LUTHERAN MEDICAL CENTER,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,485173126.7,6,No,13
KINGS COUNTY HOSPITAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1097331803,6,No,13
GLEN COVE HOSPITAL,KINGS COUNTY HOSPITAL CENTER,493513133.7,6,No,13
ST JOSEPH HOSPITAL,PLAINVIEW HOSPITAL,89452837.83,6,No,13
LENOX HILL HOSPITAL,UNIVERSITY HOSPITAL ( STONY BROOK ),1231951871,6,No,13
LONG ISLAND JEWISH MEDICAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),1134136899,6,No,13
UNIVERSITY HOSPITAL ( STONY BROOK ),ST BARNABAS HOSPITAL,368281278,6,No,13
MERCY MEDICAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,1083449624,7,No,13
BRONX-LEBANON HOSPITAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,708331282.5,7,No,13
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NYU HOSPITALS CENTER,2204619731,7,No,13
LUTHERAN MEDICAL CENTER,QUEENS HOSPITAL CENTER,186614611.4,7,No,13
WINTHROP-UNIVERSITY HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1285056134,7,No,13
EASTERN LONG ISLAND HOSPITAL,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,32014764.88,7,No,13
MAIMONIDES MEDICAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,31265673.62,7,No,13
PECONIC BAY MEDICAL CENTER,ST CATHERINE OF SIENA HOSPITAL,94649830.5,7,No,13
GLEN COVE HOSPITAL,ST CATHERINE OF SIENA HOSPITAL,90954984.64,7,No,13
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,ST CATHERINE OF SIENA HOSPITAL,91581333.49,7,No,13
MERCY MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,708501058.2,8,No,13
LUTHERAN MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,725910910.7,8,No,13
WINTHROP-UNIVERSITY HOSPITAL,ELMHURST HOSPITAL CENTER,1366691427,8,No,13
NEW YORK DOWNTOWN HOSPITAL,NASSAU UNIVERSITY MEDICAL CENTER,164112975,9,No,13
MERCY MEDICAL CENTER,LENOX HILL HOSPITAL,2195255471,9,No,13
PECONIC BAY MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,1837582285,9,No,13
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,LONG BEACH MEDICAL CENTER,35972079.99,9,No,13
GLEN COVE HOSPITAL,ST CHARLES HOSPITAL,87517406.47,9,No,13
KINGS COUNTY HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,286991199.1,9,No,13
PECONIC BAY MEDICAL CENTER,PENINSULA HOSPITAL CENTER,54473548.48,4,No,14
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,PENINSULA HOSPITAL CENTER,56353595.73,4,No,14
EASTERN LONG ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",53355984.31,4,No,14
"ST FRANCIS HOSPITAL, ROSLYN","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",58880175.59,4,No,14
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",58825812.64,4,No,14
SOUTH NASSAU COMMUNITIES HOSPITAL,HUNTINGTON HOSPITAL,198087381.1,4,No,14
